DrugID,DrugName,CurrentStock,SellingPrice,StockValue,PurchasedQty,ProcurementCost,SoldQty,Revenue,AverageUnitCost,EstimatedMargin,DailyDemand,ObservationDays,StockDays,ReorderSignal,Expiry,DaysToExpiry,ExpiryStatus,ABC_Class,ABC_Method
1781527860827,Augmentin,250.0,15.0,3750.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-08-20,345,OK,C,Observed-Sales ABC
1781528294491,Azithromycin,200.0,12.5,2500.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-30,447,OK,C,Observed-Sales ABC
1781528454718,Beclomethasone,120.0,17.5,2100.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781528046295,Bisacodyl,200.0,3.0,600.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-15,401,OK,C,Observed-Sales ABC
1781528237076,Bisoprolol,250.0,6.5,1625.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-01,418,OK,C,Observed-Sales ABC
1781528119521,Brimonidine,100.0,22.0,2200.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781527933295,Bromhexine,180.0,3.5,630.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
1781527696932,Budesonide,120.0,20.0,2400.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-30,447,OK,C,Observed-Sales ABC
1781527798248,CalciumCarbonate,250.0,3.5,875.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-01,448,OK,C,Observed-Sales ABC
1781527574183,Carbamazepine,180.0,7.5,1350.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-01,387,OK,C,Observed-Sales ABC
1781528078064,Carbimazole,150.0,7.0,1050.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-25,442,OK,C,Observed-Sales ABC
1781528131423,Cefalexin,250.0,9.0,2250.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-20,437,OK,C,Observed-Sales ABC
1781527837759,Ceftriaxone,150.0,20.0,3000.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-01,387,OK,C,Observed-Sales ABC
1781528248050,Cefuroxime,200.0,15.0,3000.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-01,448,OK,C,Observed-Sales ABC
1781527794186,Cetirizine,350.0,2.5,875.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2028-01-01,479,OK,C,Observed-Sales ABC
1781527755870,Chlorpheniramine,250.0,2.0,500.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-15,401,OK,C,Observed-Sales ABC
1781528198414,Ciprofloxacin,180.0,10.0,1800.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-25,381,OK,C,Observed-Sales ABC
1781528233733,Clopidogrel,220.0,10.5,2310.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-10,396,OK,C,Observed-Sales ABC
1781527814754,Clotrimazole,200.0,4.5,900.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-01,418,OK,C,Observed-Sales ABC
1781527656162,Codeine,100.0,8.5,850.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781528438572,Colchicine,120.0,5.5,660.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-20,406,OK,C,Observed-Sales ABC
1781527597227,Diazepam,100.0,8.0,800.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-15,401,OK,C,Observed-Sales ABC
1781527951140,Diclofenac,300.0,5.5,1650.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-10,396,OK,C,Observed-Sales ABC
1781527746219,Domperidone,180.0,4.5,810.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781528333633,Doxycycline,220.0,6.5,1430.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-15,401,OK,C,Observed-Sales ABC
1781527926163,Duloxetine,120.0,14.0,1680.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-15,432,OK,C,Observed-Sales ABC
1781528363769,Enalapril,300.0,4.5,1350.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-15,432,OK,C,Observed-Sales ABC
1781528282223,Esomeprazole,150.0,9.0,1350.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-30,386,OK,C,Observed-Sales ABC
1781527643160,FerrousSulphate,300.0,2.5,750.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781528096446,Fluconazole,150.0,8.5,1275.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781528409283,Fluoxetine,180.0,8.5,1530.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-20,406,OK,C,Observed-Sales ABC
1781527923312,FolicAcid,350.0,1.5,525.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2028-01-15,493,OK,C,Observed-Sales ABC
1781528374541,Furosemide,200.0,3.0,600.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-08-15,340,OK,C,Observed-Sales ABC
1781527838351,Gabapentin,180.0,12.5,2250.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-30,447,OK,C,Observed-Sales ABC
1781527518808,Gentamicin,120.0,8.0,960.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781527704878,Glibenclamide,300.0,2.5,750.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-20,437,OK,C,Observed-Sales ABC
1781528166081,Gliclazide,250.0,5.5,1375.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-10,457,OK,C,Observed-Sales ABC
1781528112390,Guaifenesin,220.0,4.5,990.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-15,401,OK,C,Observed-Sales ABC
1781528020487,Haloperidol,120.0,6.0,720.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-30,386,OK,C,Observed-Sales ABC
1781528207614,Hydrochlorothiazide,220.0,3.5,770.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781528302781,Hydrocortisone,100.0,8.5,850.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-30,416,OK,C,Observed-Sales ABC
1781528336473,Hydroxychloroquine,180.0,12.0,2160.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
1781527795375,HyoscineButylbromide,120.0,5.5,660.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781527806801,Ibuprofen,450.0,3.0,1350.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-01,448,OK,C,Observed-Sales ABC
1781528329392,Imipenem,50.0,110.0,5500.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-15,371,OK,C,Observed-Sales ABC
1781527782107,InsulinActrapid,80.0,45.0,3600.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-08-31,356,OK,C,Observed-Sales ABC
1781528292244,InsulinMixtard,80.0,50.0,4000.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-30,386,OK,C,Observed-Sales ABC
1781527992312,Ketoconazole,100.0,7.0,700.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-30,386,OK,C,Observed-Sales ABC
1781527691460,Lactulose,150.0,6.5,975.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-01,448,OK,C,Observed-Sales ABC
1781527653805,Latanoprost,80.0,35.0,2800.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-30,447,OK,C,Observed-Sales ABC
1781527743340,Levetiracetam,120.0,18.0,2160.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-01,418,OK,C,Observed-Sales ABC
1781528123696,Levothyroxine,200.0,5.0,1000.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-25,411,OK,C,Observed-Sales ABC
1781527622858,Linezolid,70.0,95.0,6650.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781528030074,Lisinopril,250.0,5.5,1375.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-20,467,OK,C,Observed-Sales ABC
1781527907063,Loperamide,200.0,2.5,500.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
1781528249016,Loratadine,300.0,3.0,900.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-20,467,OK,C,Observed-Sales ABC
1781527508046,Lorazepam,80.0,12.0,960.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-15,432,OK,C,Observed-Sales ABC
1781527474418,Losartan,350.0,8.0,2800.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-01,448,OK,C,Observed-Sales ABC
1781527728605,MagnesiumOxide,180.0,4.5,810.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-01,418,OK,C,Observed-Sales ABC
1781528140574,Mebendazole,220.0,3.0,660.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-30,416,OK,C,Observed-Sales ABC
1781528292640,Meloxicam,220.0,5.5,1210.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
1781528137269,Meropenem,50.0,120.0,6000.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-08-15,340,OK,C,Observed-Sales ABC
1781528336275,Metformin,500.0,3.5,1750.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2028-01-31,509,OK,C,Observed-Sales ABC
1781527841547,Methotrexate,80.0,18.0,1440.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-01,448,OK,C,Observed-Sales ABC
1781527550259,Metronidazole,220.0,4.5,990.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2028-01-15,493,OK,C,Observed-Sales ABC
1781528090636,Miconazole,180.0,4.5,810.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781527731664,Mometasone,100.0,18.0,1800.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781528079887,Montelukast,120.0,11.0,1320.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
1781528152403,Multivitamin,220.0,5.5,1210.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2028-01-01,479,OK,C,Observed-Sales ABC
1781528343328,Naproxen,250.0,4.5,1125.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-20,406,OK,C,Observed-Sales ABC
1781527559466,Nystatin,150.0,5.0,750.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781528422573,Olanzapine,100.0,15.0,1500.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781527769328,Omeprazole,250.0,7.5,1875.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-15,432,OK,C,Observed-Sales ABC
1781527651104,Ondansetron,150.0,8.5,1275.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-30,447,OK,C,Observed-Sales ABC
1781528365430,ORS,500.0,1.5,750.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2028-01-31,509,OK,C,Observed-Sales ABC
1781527806387,Pantoprazole,200.0,8.0,1600.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781528090475,Paracetamol,500.0,2.5,1250.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
1781527533134,Phenylephrine,150.0,5.5,825.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-15,432,OK,C,Observed-Sales ABC
1781527555094,Phenytoin,150.0,6.5,975.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-15,371,OK,C,Observed-Sales ABC
1781528017219,PovidoneIodine,200.0,3.5,700.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
1781528277618,Prednisolone,200.0,5.0,1000.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-15,371,OK,C,Observed-Sales ABC
1781527998338,Pregabalin,150.0,16.0,2400.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781528238971,Pseudoephedrine,120.0,6.0,720.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-01,448,OK,C,Observed-Sales ABC
1781527780325,Quinine,120.0,8.0,960.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-15,371,OK,C,Observed-Sales ABC
1781527760880,Ranitidine,180.0,4.0,720.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-08-31,356,OK,C,Observed-Sales ABC
1781527908736,Risperidone,120.0,12.0,1440.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-15,432,OK,C,Observed-Sales ABC
1781528038227,Rivaroxaban,80.0,60.0,4800.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-30,447,OK,C,Observed-Sales ABC
1781528299055,Rosuvastatin,180.0,15.0,2700.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-15,432,OK,C,Observed-Sales ABC
1781527772295,Salbutamol,150.0,6.5,975.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-10,427,OK,C,Observed-Sales ABC
1781527683184,Sertraline,200.0,10.0,2000.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-20,437,OK,C,Observed-Sales ABC
1781527893242,Simvastatin,250.0,8.5,2125.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781528091729,SodiumValproate,150.0,10.0,1500.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-01,448,OK,C,Observed-Sales ABC
1781528120945,Spironolactone,180.0,4.5,810.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-30,386,OK,C,Observed-Sales ABC
1781527753901,Sulfasalazine,150.0,14.0,2100.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-15,432,OK,C,Observed-Sales ABC
1781527875409,Tetracycline,180.0,5.5,990.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-20,376,OK,C,Observed-Sales ABC
1781528417804,Terbinafine,120.0,11.0,1320.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-30,447,OK,C,Observed-Sales ABC
1781527942332,Timolol,150.0,9.5,1425.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-31,417,OK,C,Observed-Sales ABC
1781527886770,Tramadol,120.0,9.0,1080.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-20,437,OK,C,Observed-Sales ABC
1781527735005,Valsartan,250.0,10.0,2500.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-10-20,406,OK,C,Observed-Sales ABC
1781527812990,Vancomycin,60.0,75.0,4500.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
1781528192316,Venlafaxine,100.0,13.5,1350.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781528185617,VitaminBComplex,300.0,4.0,1200.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-11-30,447,OK,C,Observed-Sales ABC
1781528393730,VitaminC,400.0,2.0,800.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2028-02-28,537,OK,C,Observed-Sales ABC
1781527990561,VitaminD3,250.0,5.5,1375.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-15,462,OK,C,Observed-Sales ABC
1781528196816,Warfarin,120.0,7.5,900.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-09-01,357,OK,C,Observed-Sales ABC
1781528038580,ZincSulphate,300.0,2.5,750.0,0.0,0.0,0.0,0.0,0,0,0.0,86,,OK,2027-12-31,478,OK,C,Observed-Sales ABC
